,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
44,2025-02-28 20:08:27+00:00,270.0,92.14,92.25,94.65,3.1900024,3.5862875,4.0,1151,0.6506230006408693,True,REGULAR,USD
45,2025-02-28 20:21:23+00:00,280.0,86.5,88.35,89.35,5.75,7.1207433,1044.0,3888,0.6446721324157714,True,REGULAR,USD
46,2025-02-28 19:16:26+00:00,290.0,80.07,84.3,85.3,1.2600021,1.5987847,60.0,1492,0.6418950605773928,True,REGULAR,USD
47,2025-02-28 20:59:56+00:00,300.0,80.95,80.85,81.45,7.5599976,10.301128,225.0,7222,0.6410100596618653,False,REGULAR,USD
48,2025-02-28 20:08:48+00:00,310.0,77.6,76.85,77.8,7.4000015,10.541313,94.0,2480,0.6374547973632813,False,REGULAR,USD
49,2025-02-28 20:30:26+00:00,320.0,74.08,73.4,74.35,6.6600037,9.87838,183.0,2037,0.6356542782592774,False,REGULAR,USD
50,2025-02-28 20:57:49+00:00,330.0,70.3,70.15,71.1,7.000004,11.058458,508.0,11193,0.6342504837036134,False,REGULAR,USD
51,2025-02-28 17:07:39+00:00,340.0,66.45,67.05,68.0,5.3999977,8.845205,29.0,4198,0.6328924650573731,False,REGULAR,USD
52,2025-02-28 20:34:42+00:00,350.0,63.95,64.15,65.05,5.299999,9.036656,109.0,4242,0.631839619140625,False,REGULAR,USD
53,2025-02-28 19:30:55+00:00,360.0,58.5,61.35,62.3,2.869999,5.159085,132.0,4051,0.630939359588623,False,REGULAR,USD
54,2025-02-28 19:44:51+00:00,370.0,57.35,58.75,59.65,4.049999,7.598498,37.0,2605,0.6302222036743165,False,REGULAR,USD
55,2025-02-28 19:44:45+00:00,380.0,55.05,56.25,57.0,3.5699997,6.9347315,83.0,2162,0.6290015127563476,False,REGULAR,USD
56,2025-02-28 20:21:23+00:00,390.0,52.75,53.9,54.8,4.2400017,8.74047,38.0,2253,0.6291693577575683,False,REGULAR,USD
57,2025-02-28 20:53:20+00:00,400.0,51.55,51.7,52.55,4.829998,10.338181,251.0,10864,0.6289252195739747,False,REGULAR,USD
