,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,optionType,expiration,daysToExpiration
19,2025-02-28 20:59:54+00:00,260.0,1.65,1.6,1.67,-2.35,-58.749996,15646.0,8625,0.7314479980468749,False,REGULAR,USD,put,2025-03-07,6
20,2025-02-28 20:59:50+00:00,265.0,2.22,2.18,2.24,-2.93,-56.893204,11130.0,4806,0.711916943359375,False,REGULAR,USD,put,2025-03-07,6
21,2025-02-28 20:59:51+00:00,270.0,2.95,2.94,3.05,-3.6499999,-55.303032,24473.0,6154,0.6962920996093751,False,REGULAR,USD,put,2025-03-07,6
22,2025-02-28 20:59:56+00:00,275.0,4.0,3.95,4.05,-4.5,-52.941177,21184.0,7342,0.6801789794921876,False,REGULAR,USD,put,2025-03-07,6
23,2025-02-28 20:59:44+00:00,280.0,5.3,5.25,5.4,-5.3999996,-50.46729,29616.0,11669,0.6682162084960939,False,REGULAR,USD,put,2025-03-07,6
24,2025-02-28 20:59:56+00:00,285.0,6.94,6.85,7.05,-5.9599996,-46.20155,23322.0,4491,0.6553989538574221,False,REGULAR,USD,put,2025-03-07,6
25,2025-02-28 20:59:50+00:00,290.0,9.04,8.95,9.1,-6.96,-43.5,30279.0,5293,0.6489292919921875,False,REGULAR,USD,put,2025-03-07,6
26,2025-02-28 20:59:48+00:00,295.0,11.4,11.3,11.55,-8.1,-41.538464,6989.0,2353,0.6395299719238281,True,REGULAR,USD,put,2025-03-07,6
27,2025-02-28 20:59:45+00:00,300.0,14.3,14.05,14.4,-8.7,-37.826084,7701.0,6543,0.6313513427734375,True,REGULAR,USD,put,2025-03-07,6
28,2025-02-28 20:59:25+00:00,305.0,17.23,17.25,17.6,-9.470001,-35.468166,2036.0,3676,0.625125819091797,True,REGULAR,USD,put,2025-03-07,6
29,2025-02-28 20:59:25+00:00,310.0,20.95,20.75,21.15,-10.049999,-32.419353,2192.0,2149,0.6171913281250001,True,REGULAR,USD,put,2025-03-07,6
30,2025-02-28 20:55:55+00:00,315.0,24.85,24.65,25.05,-10.9,-30.48951,1070.0,2233,0.614261669921875,True,REGULAR,USD,put,2025-03-07,6
31,2025-02-28 20:59:20+00:00,320.0,28.93,28.75,30.8,-10.02,-25.72529,695.0,4351,0.6846955358886719,True,REGULAR,USD,put,2025-03-07,6
32,2025-02-28 20:57:01+00:00,325.0,33.31,33.0,34.35,-10.849998,-24.569742,378.0,3126,0.6430699755859376,True,REGULAR,USD,put,2025-03-07,6
33,2025-02-28 20:58:10+00:00,330.0,36.55,36.65,38.95,-12.299999,-25.179117,1205.0,3193,0.5830119824218749,True,REGULAR,USD,put,2025-03-07,6
34,2025-02-28 20:47:45+00:00,332.5,43.02,38.9,41.9,-7.829998,-15.398227,125.0,1449,0.6279334082031252,True,REGULAR,USD,put,2025-03-07,6
35,2025-02-28 20:58:57+00:00,335.0,42.82,41.65,43.65,-10.98,-20.40892,505.0,4324,0.6093789062500001,True,REGULAR,USD,put,2025-03-07,6
36,2025-02-28 20:47:45+00:00,337.5,45.33,44.1,46.15,-8.669998,-16.055553,111.0,1618,0.629886513671875,True,REGULAR,USD,put,2025-03-07,6
37,2025-02-28 20:58:57+00:00,340.0,47.45,46.25,48.95,-11.349998,-19.30272,373.0,13831,0.6499058447265625,True,REGULAR,USD,put,2025-03-07,6
38,2025-02-28 20:54:46+00:00,342.5,50.42,48.1,51.9,-8.560001,-14.513397,67.0,324,0.65039412109375,True,REGULAR,USD,put,2025-03-07,6
39,2025-02-28 20:50:11+00:00,345.0,52.95,50.75,53.6,-9.799999,-15.617529,144.0,3590,0.559574716796875,True,REGULAR,USD,put,2025-03-07,6
40,2025-02-28 20:32:36+00:00,347.5,54.9,53.95,56.9,-8.349998,-13.201578,86.0,787,0.7929708203125,True,REGULAR,USD,put,2025-03-07,6
41,2025-02-28 20:13:20+00:00,350.0,58.23,56.35,59.05,-7.619999,-11.571753,369.0,11443,0.77148666015625,True,REGULAR,USD,put,2025-03-07,6
42,2025-02-28 20:02:24+00:00,352.5,61.39,57.7,61.55,-9.160004,-12.983704,55.0,718,0.5898478515625001,True,REGULAR,USD,put,2025-03-07,6
43,2025-02-28 20:45:06+00:00,355.0,64.8,60.25,64.25,-7.8499985,-10.805228,80.0,2717,0.6796907031250001,True,REGULAR,USD,put,2025-03-07,6
44,2025-02-28 20:28:16+00:00,357.5,65.0,63.75,66.7,-7.75,-10.652921,29.0,335,0.848634326171875,True,REGULAR,USD,put,2025-03-07,6
45,2025-02-28 20:50:11+00:00,360.0,70.89,65.5,68.6,-6.739998,-8.682208,287.0,2207,0.5585981640625001,True,REGULAR,USD,put,2025-03-07,6
46,2025-02-28 19:58:12+00:00,362.5,69.95,67.55,71.6,-9.650002,-12.123117,24.0,194,0.6152382226562501,True,REGULAR,USD,put,2025-03-07,6
